Entity,Code,Date,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Brazil,BRA,"Mar 26, 2020",0.0356202937
Brazil,BRA,"Mar 27, 2020",0.0477177519
Brazil,BRA,"Mar 28, 2020",0.054438562
Brazil,BRA,"Mar 29, 2020",0.0645197772
Brazil,BRA,"Mar 30, 2020",0.0746009924
Brazil,BRA,"Mar 31, 2020",0.0840101266
Brazil,BRA,"Apr 1, 2020",0.104172557
Brazil,BRA,"Apr 2, 2020",0.1236629063
Brazil,BRA,"Apr 3, 2020",0.1492019848
Brazil,BRA,"Apr 4, 2020",0.1794456304
Brazil,BRA,"Apr 5, 2020",0.213721762
Brazil,BRA,"Apr 6, 2020",0.2352283544
Brazil,BRA,"Apr 7, 2020",0.264799919
Brazil,BRA,"Apr 8, 2020",0.3131897519
Brazil,BRA,"Apr 9, 2020",0.3756932861
Brazil,BRA,"Apr 10, 2020",0.4314760101
Brazil,BRA,"Apr 11, 2020",0.4684404658
Brazil,BRA,"Apr 12, 2020",0.4650800608
British Virgin Islands,VGB,"Mar 29, 2020",0
British Virgin Islands,VGB,"Mar 30, 2020",0
British Virgin Islands,VGB,"Mar 31, 2020",0
British Virgin Islands,VGB,"Apr 1, 2020",0
British Virgin Islands,VGB,"Apr 2, 2020",0
British Virgin Islands,VGB,"Apr 3, 2020",0
British Virgin Islands,VGB,"Apr 4, 2020",0
British Virgin Islands,VGB,"Apr 5, 2020",0
British Virgin Islands,VGB,"Apr 6, 2020",0
British Virgin Islands,VGB,"Apr 7, 2020",0
British Virgin Islands,VGB,"Apr 8, 2020",0
British Virgin Islands,VGB,"Apr 9, 2020",0
British Virgin Islands,VGB,"Apr 10, 2020",0
British Virgin Islands,VGB,"Apr 11, 2020",0
British Virgin Islands,VGB,"Apr 12, 2020",0
Brunei,BRN,"Mar 13, 2020",0
Brunei,BRN,"Mar 14, 2020",0
Brunei,BRN,"Mar 15, 2020",0
Brunei,BRN,"Mar 16, 2020",0
Brunei,BRN,"Mar 17, 2020",0
Brunei,BRN,"Mar 18, 2020",0
Brunei,BRN,"Mar 19, 2020",0
Brunei,BRN,"Mar 20, 2020",0
Brunei,BRN,"Mar 21, 2020",0
Brunei,BRN,"Mar 22, 2020",0
Brunei,BRN,"Mar 23, 2020",0
Brunei,BRN,"Mar 24, 2020",0
Brunei,BRN,"Mar 25, 2020",0
Brunei,BRN,"Mar 26, 2020",0
Brunei,BRN,"Mar 27, 2020",0
Brunei,BRN,"Mar 28, 2020",0
Brunei,BRN,"Mar 29, 2020",0.3265433008
Brunei,BRN,"Mar 30, 2020",0.3265433008
Brunei,BRN,"Mar 31, 2020",0.3265433008
Brunei,BRN,"Apr 1, 2020",0.3265433008
Brunei,BRN,"Apr 2, 2020",0.3265433008
Brunei,BRN,"Apr 3, 2020",0.3265433008
Brunei,BRN,"Apr 4, 2020",0.3265433008
Brunei,BRN,"Apr 5, 2020",0
Brunei,BRN,"Apr 6, 2020",0
Brunei,BRN,"Apr 7, 2020",0
Brunei,BRN,"Apr 8, 2020",0
Brunei,BRN,"Apr 9, 2020",0
Brunei,BRN,"Apr 10, 2020",0
Brunei,BRN,"Apr 11, 2020",0
Brunei,BRN,"Apr 12, 2020",0
Bulgaria,BGR,"Mar 12, 2020",0.0479723641
Bulgaria,BGR,"Mar 13, 2020",0.0359792731
Bulgaria,BGR,"Mar 14, 2020",0.0287834184
Bulgaria,BGR,"Mar 15, 2020",0.0575668369
Bulgaria,BGR,"Mar 16, 2020",0.0575668369
Bulgaria,BGR,"Mar 17, 2020",0.0479723641
Bulgaria,BGR,"Mar 18, 2020",0.0411191692
Bulgaria,BGR,"Mar 19, 2020",0.0205595846
Bulgaria,BGR,"Mar 20, 2020",0.0411191692
Bulgaria,BGR,"Mar 21, 2020",0.0411191692
Bulgaria,BGR,"Mar 22, 2020",0.0205595846
Bulgaria,BGR,"Mar 23, 2020",0.0205595846
Bulgaria,BGR,"Mar 24, 2020",0.0205595846
Bulgaria,BGR,"Mar 25, 2020",0.0205595846
Bulgaria,BGR,"Mar 26, 2020",0.0205595846
Bulgaria,BGR,"Mar 27, 2020",0
Bulgaria,BGR,"Mar 28, 2020",0
Bulgaria,BGR,"Mar 29, 2020",0.0822383384
Bulgaria,BGR,"Mar 30, 2020",0.102797923
Bulgaria,BGR,"Mar 31, 2020",0.102797923
Bulgaria,BGR,"Apr 1, 2020",0.102797923
Bulgaria,BGR,"Apr 2, 2020",0.1439170922
Bulgaria,BGR,"Apr 3, 2020",0.1439170922
Bulgaria,BGR,"Apr 4, 2020",0.2261554307
Bulgaria,BGR,"Apr 5, 2020",0.2055958461
Bulgaria,BGR,"Apr 6, 2020",0.2467150153
Bulgaria,BGR,"Apr 7, 2020",0.2878341845
Bulgaria,BGR,"Apr 8, 2020",0.3083937691
Bulgaria,BGR,"Apr 9, 2020",0.2878341845
Bulgaria,BGR,"Apr 10, 2020",0.2878341845
Bulgaria,BGR,"Apr 11, 2020",0.2261554307
Bulgaria,BGR,"Apr 12, 2020",0.2261554307
Burkina Faso,BFA,"Mar 15, 2020",0
Burkina Faso,BFA,"Mar 16, 2020",0
Burkina Faso,BFA,"Mar 17, 2020",0
Burkina Faso,BFA,"Mar 18, 2020",0
Burkina Faso,BFA,"Mar 19, 2020",0.0095678773
Burkina Faso,BFA,"Mar 20, 2020",0.0079732311
Burkina Faso,BFA,"Mar 21, 2020",0.0068341981
Burkina Faso,BFA,"Mar 22, 2020",0.0205025943
Burkina Faso,BFA,"Mar 23, 2020",0.0205025943
Burkina Faso,BFA,"Mar 24, 2020",0.0205025943
Burkina Faso,BFA,"Mar 25, 2020",0.0205025943
Burkina Faso,BFA,"Mar 26, 2020",0.0136683962
Burkina Faso,BFA,"Mar 27, 2020",0.0136683962
Burkina Faso,BFA,"Mar 28, 2020",0.0136683962
Burkina Faso,BFA,"Mar 29, 2020",0.0410051886
Burkina Faso,BFA,"Mar 30, 2020",0.0410051886
Burkina Faso,BFA,"Mar 31, 2020",0.0615077829
Burkina Faso,BFA,"Apr 1, 2020",0.0615077829
Burkina Faso,BFA,"Apr 2, 2020",0.0751761791
Burkina Faso,BFA,"Apr 3, 2020",0.0888445753
Burkina Faso,BFA,"Apr 4, 2020",0.0888445753
Burkina Faso,BFA,"Apr 5, 2020",0.0478393867
Burkina Faso,BFA,"Apr 6, 2020",0.0546735848
Burkina Faso,BFA,"Apr 7, 2020",0.0341709905
Burkina Faso,BFA,"Apr 8, 2020",0.0478393867
Burkina Faso,BFA,"Apr 9, 2020",0.0615077829
Burkina Faso,BFA,"Apr 10, 2020",0.0546735848
Burkina Faso,BFA,"Apr 11, 2020",0.068341981
Burkina Faso,BFA,"Apr 12, 2020",0.0751761791
Burundi,BDI,"Apr 3, 2020",0
Burundi,BDI,"Apr 4, 2020",0
Burundi,BDI,"Apr 5, 2020",0
Burundi,BDI,"Apr 6, 2020",0
Burundi,BDI,"Apr 7, 2020",0
Burundi,BDI,"Apr 8, 2020",0
Burundi,BDI,"Apr 9, 2020",0
Burundi,BDI,"Apr 10, 2020",0
Burundi,BDI,"Apr 11, 2020",0
Burundi,BDI,"Apr 12, 2020",0
Cambodia,KHM,"Jan 2, 2020",0
Cambodia,KHM,"Jan 3, 2020",0
Cambodia,KHM,"Jan 4, 2020",0
Cambodia,KHM,"Jan 5, 2020",0
Cambodia,KHM,"Jan 6, 2020",0
Cambodia,KHM,"Jan 7, 2020",0
Cambodia,KHM,"Jan 8, 2020",0
Cambodia,KHM,"Jan 9, 2020",0
Cambodia,KHM,"Jan 10, 2020",0
Cambodia,KHM,"Jan 11, 2020",0
Cambodia,KHM,"Jan 12, 2020",0
Cambodia,KHM,"Jan 13, 2020",0
Cambodia,KHM,"Jan 14, 2020",0
Cambodia,KHM,"Jan 15, 2020",0
Cambodia,KHM,"Jan 16, 2020",0
Cambodia,KHM,"Jan 17, 2020",0
Cambodia,KHM,"Jan 18, 2020",0
Cambodia,KHM,"Jan 19, 2020",0
Cambodia,KHM,"Jan 20, 2020",0
Cambodia,KHM,"Jan 21, 2020",0
Cambodia,KHM,"Jan 22, 2020",0
Cambodia,KHM,"Jan 23, 2020",0
Cambodia,KHM,"Jan 24, 2020",0
Cambodia,KHM,"Jan 25, 2020",0
Cambodia,KHM,"Jan 26, 2020",0
Cambodia,KHM,"Jan 27, 2020",0
Cambodia,KHM,"Jan 28, 2020",0
Cambodia,KHM,"Jan 29, 2020",0
Cambodia,KHM,"Jan 30, 2020",0
Cambodia,KHM,"Jan 31, 2020",0
Cambodia,KHM,"Feb 1, 2020",0
Cambodia,KHM,"Feb 2, 2020",0
Cambodia,KHM,"Feb 3, 2020",0
Cambodia,KHM,"Feb 4, 2020",0
Cambodia,KHM,"Feb 5, 2020",0
Cambodia,KHM,"Feb 6, 2020",0
Cambodia,KHM,"Feb 7, 2020",0
Cambodia,KHM,"Feb 8, 2020",0
Cambodia,KHM,"Feb 9, 2020",0
Cambodia,KHM,"Feb 10, 2020",0
Cambodia,KHM,"Feb 11, 2020",0
Cambodia,KHM,"Feb 12, 2020",0
Cambodia,KHM,"Feb 13, 2020",0
Cambodia,KHM,"Feb 14, 2020",0
Cambodia,KHM,"Feb 15, 2020",0
Cambodia,KHM,"Feb 16, 2020",0
Cambodia,KHM,"Feb 17, 2020",0
Cambodia,KHM,"Feb 18, 2020",0
Cambodia,KHM,"Feb 19, 2020",0
Cambodia,KHM,"Feb 20, 2020",0
Cambodia,KHM,"Feb 21, 2020",0
Cambodia,KHM,"Feb 22, 2020",0
Cambodia,KHM,"Feb 23, 2020",0
Cambodia,KHM,"Feb 24, 2020",0
Cambodia,KHM,"Feb 25, 2020",0
Cambodia,KHM,"Feb 26, 2020",0
Cambodia,KHM,"Feb 27, 2020",0
Cambodia,KHM,"Feb 28, 2020",0
Cambodia,KHM,"Feb 29, 2020",0
Cambodia,KHM,"Mar 1, 2020",0
Cambodia,KHM,"Mar 2, 2020",0
Cambodia,KHM,"Mar 3, 2020",0
Cambodia,KHM,"Mar 4, 2020",0
Cambodia,KHM,"Mar 5, 2020",0
Cambodia,KHM,"Mar 6, 2020",0
Cambodia,KHM,"Mar 13, 2020",0
Cambodia,KHM,"Mar 14, 2020",0
Cambodia,KHM,"Mar 15, 2020",0
Cambodia,KHM,"Mar 16, 2020",0
Cambodia,KHM,"Mar 17, 2020",0
Cambodia,KHM,"Mar 18, 2020",0
Cambodia,KHM,"Mar 19, 2020",0
Cambodia,KHM,"Mar 20, 2020",0
Cambodia,KHM,"Mar 21, 2020",0
Cambodia,KHM,"Mar 22, 2020",0
Cambodia,KHM,"Mar 23, 2020",0
Cambodia,KHM,"Mar 24, 2020",0
Cambodia,KHM,"Mar 25, 2020",0
Cambodia,KHM,"Mar 26, 2020",0
Cambodia,KHM,"Mar 27, 2020",0
Cambodia,KHM,"Mar 28, 2020",0
Cambodia,KHM,"Mar 29, 2020",0
Cambodia,KHM,"Mar 30, 2020",0
Cambodia,KHM,"Mar 31, 2020",0
Cambodia,KHM,"Apr 1, 2020",0
Cambodia,KHM,"Apr 2, 2020",0
Cambodia,KHM,"Apr 3, 2020",0
Cambodia,KHM,"Apr 4, 2020",0
Cambodia,KHM,"Apr 5, 2020",0
Cambodia,KHM,"Apr 6, 2020",0
Cambodia,KHM,"Apr 7, 2020",0
Cambodia,KHM,"Apr 8, 2020",0
Cambodia,KHM,"Apr 9, 2020",0
Cambodia,KHM,"Apr 10, 2020",0
Cambodia,KHM,"Apr 11, 2020",0
Cambodia,KHM,"Apr 12, 2020",0
Cameroon,CMR,"Mar 17, 2020",0
Cameroon,CMR,"Mar 18, 2020",0
Cameroon,CMR,"Mar 19, 2020",0
Cameroon,CMR,"Mar 20, 2020",0
Cameroon,CMR,"Mar 21, 2020",0
Cameroon,CMR,"Mar 22, 2020",0
Cameroon,CMR,"Mar 23, 2020",0
Cameroon,CMR,"Mar 24, 2020",0
Cameroon,CMR,"Mar 25, 2020",0.0053815217
Cameroon,CMR,"Mar 26, 2020",0.0053815217
Cameroon,CMR,"Mar 27, 2020",0.0053815217
Cameroon,CMR,"Mar 28, 2020",0.0053815217
Cameroon,CMR,"Mar 29, 2020",0.0107630434
Cameroon,CMR,"Mar 30, 2020",0.0107630434
Cameroon,CMR,"Mar 31, 2020",0.0107630434
Cameroon,CMR,"Apr 1, 2020",0.0269076084
Cameroon,CMR,"Apr 2, 2020",0.0269076084
Cameroon,CMR,"Apr 3, 2020",0.0322891301
Cameroon,CMR,"Apr 4, 2020",0.0376706518
Cameroon,CMR,"Apr 5, 2020",0.0376706518
Cameroon,CMR,"Apr 6, 2020",0.0376706518
Cameroon,CMR,"Apr 7, 2020",0.0376706518
Cameroon,CMR,"Apr 8, 2020",0.0161445651
Cameroon,CMR,"Apr 9, 2020",0.0215260868
Cameroon,CMR,"Apr 10, 2020",0.0161445651
Cameroon,CMR,"Apr 11, 2020",0.0107630434
Cameroon,CMR,"Apr 12, 2020",0.0107630434
Canada,CAN,"Jan 2, 2020",0
Canada,CAN,"Jan 3, 2020",0
Canada,CAN,"Jan 4, 2020",0
Canada,CAN,"Jan 5, 2020",0
Canada,CAN,"Jan 6, 2020",0
Canada,CAN,"Jan 7, 2020",0
Canada,CAN,"Jan 8, 2020",0
Canada,CAN,"Jan 9, 2020",0
Canada,CAN,"Jan 10, 2020",0
Canada,CAN,"Jan 11, 2020",0
Canada,CAN,"Jan 12, 2020",0
Canada,CAN,"Jan 13, 2020",0
Canada,CAN,"Jan 14, 2020",0
Canada,CAN,"Jan 15, 2020",0
Canada,CAN,"Jan 16, 2020",0
Canada,CAN,"Jan 17, 2020",0
Canada,CAN,"Jan 18, 2020",0
Canada,CAN,"Jan 19, 2020",0
Canada,CAN,"Jan 20, 2020",0
Canada,CAN,"Jan 21, 2020",0
Canada,CAN,"Jan 22, 2020",0
Canada,CAN,"Jan 23, 2020",0
Canada,CAN,"Jan 24, 2020",0
Canada,CAN,"Jan 25, 2020",0
Canada,CAN,"Jan 26, 2020",0
Canada,CAN,"Jan 27, 2020",0
Canada,CAN,"Jan 28, 2020",0
Canada,CAN,"Jan 29, 2020",0
Canada,CAN,"Jan 30, 2020",0
Canada,CAN,"Jan 31, 2020",0
Canada,CAN,"Feb 1, 2020",0
Canada,CAN,"Feb 2, 2020",0
Canada,CAN,"Feb 3, 2020",0
Canada,CAN,"Feb 4, 2020",0
Canada,CAN,"Feb 5, 2020",0
Canada,CAN,"Feb 6, 2020",0
Canada,CAN,"Feb 7, 2020",0
Canada,CAN,"Feb 8, 2020",0
Canada,CAN,"Feb 9, 2020",0
Canada,CAN,"Feb 10, 2020",0
Canada,CAN,"Feb 11, 2020",0
Canada,CAN,"Feb 12, 2020",0
Canada,CAN,"Feb 13, 2020",0
Canada,CAN,"Feb 14, 2020",0
Canada,CAN,"Feb 15, 2020",0
Canada,CAN,"Feb 16, 2020",0
Canada,CAN,"Feb 17, 2020",0
Canada,CAN,"Feb 18, 2020",0
Canada,CAN,"Feb 19, 2020",0
Canada,CAN,"Feb 20, 2020",0
Canada,CAN,"Feb 21, 2020",0
Canada,CAN,"Feb 22, 2020",0
Canada,CAN,"Feb 23, 2020",0
Canada,CAN,"Feb 24, 2020",0
Canada,CAN,"Feb 25, 2020",0
Canada,CAN,"Feb 26, 2020",0
Canada,CAN,"Feb 27, 2020",0
Canada,CAN,"Feb 28, 2020",0
Canada,CAN,"Feb 29, 2020",0
Canada,CAN,"Mar 1, 2020",0
Canada,CAN,"Mar 2, 2020",0
Canada,CAN,"Mar 3, 2020",0
Canada,CAN,"Mar 4, 2020",0
Canada,CAN,"Mar 5, 2020",0
Canada,CAN,"Mar 6, 2020",0
Canada,CAN,"Mar 7, 2020",0
Canada,CAN,"Mar 8, 2020",0
Canada,CAN,"Mar 9, 2020",0
Canada,CAN,"Mar 10, 2020",0.0037850816
Canada,CAN,"Mar 11, 2020",0.0037850816
Canada,CAN,"Mar 12, 2020",0.0037850816
Canada,CAN,"Mar 13, 2020",0.0037850816
Canada,CAN,"Mar 14, 2020",0.0037850816
Canada,CAN,"Mar 15, 2020",0.0037850816
Canada,CAN,"Mar 16, 2020",0.0037850816
Canada,CAN,"Mar 17, 2020",0.0113552447
Canada,CAN,"Mar 18, 2020",0.026495571
Canada,CAN,"Mar 19, 2020",0.0302806526
Canada,CAN,"Mar 20, 2020",0.0340657341
Canada,CAN,"Mar 21, 2020",0.0416358973
Canada,CAN,"Mar 22, 2020",0.0643463867
Canada,CAN,"Mar 23, 2020",0.0719165498
Canada,CAN,"Mar 24, 2020",0.0757016314
Canada,CAN,"Mar 25, 2020",0.0719165498
Canada,CAN,"Mar 26, 2020",0.0984121208
Canada,CAN,"Mar 27, 2020",0.1097673655
Canada,CAN,"Mar 28, 2020",0.1551883444
Canada,CAN,"Mar 29, 2020",0.1589734259
Canada,CAN,"Mar 30, 2020",0.1551883444
Canada,CAN,"Mar 31, 2020",0.246030302
Canada,CAN,"Apr 1, 2020",0.2611706283
Canada,CAN,"Apr 2, 2020",0.2800960361
Canada,CAN,"Apr 3, 2020",0.3747230754
Canada,CAN,"Apr 4, 2020",0.5072009303
Canada,CAN,"Apr 5, 2020",0.6472489484
Canada,CAN,"Apr 6, 2020",0.8289328637
Canada,CAN,"Apr 7, 2020",0.8857090873
Canada,CAN,"Apr 8, 2020",1.0749631658
Canada,CAN,"Apr 9, 2020",1.2339365917
Canada,CAN,"Apr 10, 2020",1.4042652623
Canada,CAN,"Apr 11, 2020",1.4459011596
Canada,CAN,"Apr 12, 2020",1.5973044224
Cape Verde,CPV,"Mar 23, 2020",0
Cape Verde,CPV,"Mar 24, 2020",0
Cape Verde,CPV,"Mar 25, 2020",0.359719994
Cape Verde,CPV,"Mar 26, 2020",0.2997666616
Cape Verde,CPV,"Mar 27, 2020",0.2569428528
Cape Verde,CPV,"Mar 28, 2020",0.2569428528
Cape Verde,CPV,"Mar 29, 2020",0.2569428528
Cape Verde,CPV,"Mar 30, 2020",0.2569428528
Cape Verde,CPV,"Mar 31, 2020",0.2569428528
Cape Verde,CPV,"Apr 1, 2020",0
Cape Verde,CPV,"Apr 2, 2020",0
Cape Verde,CPV,"Apr 3, 2020",0
Cape Verde,CPV,"Apr 4, 2020",0
Cape Verde,CPV,"Apr 5, 2020",0
Cape Verde,CPV,"Apr 6, 2020",0
Cape Verde,CPV,"Apr 7, 2020",0
Cape Verde,CPV,"Apr 8, 2020",0
Cape Verde,CPV,"Apr 9, 2020",0
Cape Verde,CPV,"Apr 10, 2020",0
Cape Verde,CPV,"Apr 11, 2020",0
Cape Verde,CPV,"Apr 12, 2020",0
Cayman Islands,CYM,"Mar 22, 2020",5.0720227227
Cayman Islands,CYM,"Mar 23, 2020",3.804017042
Cayman Islands,CYM,"Mar 24, 2020",3.0432136336
Cayman Islands,CYM,"Mar 25, 2020",2.5360113613
Cayman Islands,CYM,"Mar 26, 2020",2.173724024
Cayman Islands,CYM,"Mar 27, 2020",2.173724024
Cayman Islands,CYM,"Mar 28, 2020",0
Cayman Islands,CYM,"Mar 29, 2020",0
Cayman Islands,CYM,"Mar 30, 2020",0
Cayman Islands,CYM,"Mar 31, 2020",0
Cayman Islands,CYM,"Apr 1, 2020",0
Cayman Islands,CYM,"Apr 2, 2020",0
Cayman Islands,CYM,"Apr 3, 2020",0
Cayman Islands,CYM,"Apr 4, 2020",0
Cayman Islands,CYM,"Apr 5, 2020",0
Cayman Islands,CYM,"Apr 6, 2020",0
Cayman Islands,CYM,"Apr 7, 2020",0
Cayman Islands,CYM,"Apr 8, 2020",0
Cayman Islands,CYM,"Apr 9, 2020",0
Cayman Islands,CYM,"Apr 10, 2020",0
Cayman Islands,CYM,"Apr 11, 2020",0
Cayman Islands,CYM,"Apr 12, 2020",0
Central African Republic,CAF,"Mar 18, 2020",0
Central African Republic,CAF,"Mar 19, 2020",0
Central African Republic,CAF,"Mar 20, 2020",0
Central African Republic,CAF,"Mar 21, 2020",0
Central African Republic,CAF,"Mar 22, 2020",0
Central African Republic,CAF,"Mar 23, 2020",0
Central African Republic,CAF,"Mar 24, 2020",0
Central African Republic,CAF,"Mar 25, 2020",0
Central African Republic,CAF,"Mar 26, 2020",0
Central African Republic,CAF,"Mar 27, 2020",0
Central African Republic,CAF,"Mar 28, 2020",0
Central African Republic,CAF,"Mar 29, 2020",0
Central African Republic,CAF,"Mar 30, 2020",0
Central African Republic,CAF,"Mar 31, 2020",0
Central African Republic,CAF,"Apr 1, 2020",0
Central African Republic,CAF,"Apr 2, 2020",0
Central African Republic,CAF,"Apr 3, 2020",0
Central African Republic,CAF,"Apr 4, 2020",0
Central African Republic,CAF,"Apr 5, 2020",0
Central African Republic,CAF,"Apr 6, 2020",0
Central African Republic,CAF,"Apr 7, 2020",0
Central African Republic,CAF,"Apr 8, 2020",0
Central African Republic,CAF,"Apr 9, 2020",0
Central African Republic,CAF,"Apr 10, 2020",0
Central African Republic,CAF,"Apr 11, 2020",0
Central African Republic,CAF,"Apr 12, 2020",0
Chad,TCD,"Mar 22, 2020",0
Chad,TCD,"Mar 23, 2020",0
Chad,TCD,"Mar 24, 2020",0
Chad,TCD,"Mar 25, 2020",0
Chad,TCD,"Mar 26, 2020",0
Chad,TCD,"Mar 27, 2020",0
Chad,TCD,"Mar 28, 2020",0
Chad,TCD,"Mar 29, 2020",0
Chad,TCD,"Mar 30, 2020",0
Chad,TCD,"Mar 31, 2020",0
Chad,TCD,"Apr 1, 2020",0
Chad,TCD,"Apr 2, 2020",0
Chad,TCD,"Apr 3, 2020",0
Chad,TCD,"Apr 4, 2020",0
Chad,TCD,"Apr 5, 2020",0
Chad,TCD,"Apr 6, 2020",0
Chad,TCD,"Apr 7, 2020",0
Chad,TCD,"Apr 8, 2020",0
Chad,TCD,"Apr 9, 2020",0
Chad,TCD,"Apr 10, 2020",0
Chad,TCD,"Apr 11, 2020",0
Chad,TCD,"Apr 12, 2020",0
Chile,CHL,"Mar 6, 2020",0
Chile,CHL,"Mar 7, 2020",0
Chile,CHL,"Mar 8, 2020",0
Chile,CHL,"Mar 9, 2020",0
Chile,CHL,"Mar 10, 2020",0
Chile,CHL,"Mar 11, 2020",0
Chile,CHL,"Mar 12, 2020",0
Chile,CHL,"Mar 13, 2020",0
Chile,CHL,"Mar 14, 2020",0
Chile,CHL,"Mar 15, 2020",0
Chile,CHL,"Mar 16, 2020",0
Chile,CHL,"Mar 17, 2020",0
Chile,CHL,"Mar 18, 2020",0
Chile,CHL,"Mar 19, 2020",0
Chile,CHL,"Mar 20, 2020",0
Chile,CHL,"Mar 21, 2020",0
Chile,CHL,"Mar 22, 2020",0
Chile,CHL,"Mar 23, 2020",0.0074730896
Chile,CHL,"Mar 24, 2020",0.0149461792
Chile,CHL,"Mar 25, 2020",0.0149461792
Chile,CHL,"Mar 26, 2020",0.0224192688
Chile,CHL,"Mar 27, 2020",0.0298923584
Chile,CHL,"Mar 28, 2020",0.037365448
Chile,CHL,"Mar 29, 2020",0.0448385377
Chile,CHL,"Mar 30, 2020",0.0448385377
Chile,CHL,"Mar 31, 2020",0.0448385377
Chile,CHL,"Apr 1, 2020",0.0747308961
Chile,CHL,"Apr 2, 2020",0.0971501649
Chile,CHL,"Apr 3, 2020",0.1046232545
Chile,CHL,"Apr 4, 2020",0.1270425234
Chile,CHL,"Apr 5, 2020",0.1569348818
Chile,CHL,"Apr 6, 2020",0.2017734195
Chile,CHL,"Apr 7, 2020",0.2167195987
Chile,CHL,"Apr 8, 2020",0.2316657779
Chile,CHL,"Apr 9, 2020",0.2391388675
Chile,CHL,"Apr 10, 2020",0.2914504948
Chile,CHL,"Apr 11, 2020",0.3213428532
Chile,CHL,"Apr 12, 2020",0.3437621221
China,CHN,"Jan 2, 2020",0
China,CHN,"Jan 3, 2020",0
China,CHN,"Jan 4, 2020",0
China,CHN,"Jan 5, 2020",0
China,CHN,"Jan 6, 2020",0
China,CHN,"Jan 7, 2020",0
China,CHN,"Jan 8, 2020",0
China,CHN,"Jan 9, 2020",0
China,CHN,"Jan 10, 2020",0
China,CHN,"Jan 11, 2020",0.000099253
China,CHN,"Jan 12, 2020",0.000099253
China,CHN,"Jan 13, 2020",0.000099253
China,CHN,"Jan 14, 2020",0.000099253
China,CHN,"Jan 15, 2020",0.0001985059
China,CHN,"Jan 16, 2020",0.0001985059
China,CHN,"Jan 17, 2020",0.0001985059
China,CHN,"Jan 18, 2020",0.000099253
China,CHN,"Jan 19, 2020",0.0001985059
China,CHN,"Jan 20, 2020",0.0001985059
China,CHN,"Jan 21, 2020",0.0004962648
China,CHN,"Jan 22, 2020",0.0014887944
China,CHN,"Jan 23, 2020",0.0014887944
China,CHN,"Jan 24, 2020",0.002382071
China,CHN,"Jan 25, 2020",0.0038708654
China,CHN,"Jan 26, 2020",0.0052604068
China,CHN,"Jan 27, 2020",0.0077417308
China,CHN,"Jan 28, 2020",0.0099252959
China,CHN,"Jan 29, 2020",0.0114140902
China,CHN,"Jan 30, 2020",0.0151857027
China,CHN,"Jan 31, 2020",0.0185603032
China,CHN,"Feb 1, 2020",0.021637145
China,CHN,"Feb 2, 2020",0.0246147337
China,CHN,"Feb 3, 2020",0.0277908284
China,CHN,"Feb 4, 2020",0.0317609467
China,CHN,"Feb 5, 2020",0.0357310651
China,CHN,"Feb 6, 2020",0.0391056657
China,CHN,"Feb 7, 2020",0.0420832544
China,CHN,"Feb 8, 2020",0.0460533728
China,CHN,"Feb 9, 2020",0.0504205029
China,CHN,"Feb 10, 2020",0.0543906213
China,CHN,"Feb 11, 2020",0.0586584985
China,CHN,"Feb 12, 2020",0.0617353402
China,CHN,"Feb 13, 2020",0.0797993787
China,CHN,"Feb 14, 2020",0.0738442011
China,CHN,"Feb 15, 2020",0.0795016198
China,CHN,"Feb 16, 2020",0.0847620266
China,CHN,"Feb 17, 2020",0.0855560503
China,CHN,"Feb 18, 2020",0.0845635207
China,CHN,"Feb 19, 2020",0.0887321449
China,CHN,"Feb 20, 2020",0.0746382248
China,CHN,"Feb 21, 2020",0.0850597855
China,CHN,"Feb 22, 2020",0.0816851849
China,CHN,"Feb 23, 2020",0.0773180547
China,CHN,"Feb 24, 2020",0.0817844378
China,CHN,"Feb 25, 2020",0.079005355
China,CHN,"Feb 26, 2020",0.0703703476
China,CHN,"Feb 27, 2020",0.062132352
China,CHN,"Feb 28, 2020",0.0547876331
China,CHN,"Feb 29, 2020",0.0486339497
China,CHN,"Mar 1, 2020",0.0423810133
China,CHN,"Mar 2, 2020",0.0316616938
China,CHN,"Mar 3, 2020",0.0278900813
China,CHN,"Mar 4, 2020",0.026401287
China,CHN,"Mar 5, 2020",0.0265997929
China,CHN,"Mar 6, 2020",0.0252102515
China,CHN,"Mar 7, 2020",0.0233244453
China,CHN,"Mar 8, 2020",0.0225304216
China,CHN,"Mar 9, 2020",0.0206446154
China,CHN,"Mar 10, 2020",0.019155821
China,CHN,"Mar 11, 2020",0.0176670266
China,CHN,"Mar 12, 2020",0.0156819674
China,CHN,"Mar 13, 2020",0.0133991494
China,CHN,"Mar 14, 2020",0.0121088609
China,CHN,"Mar 15, 2020",0.0103223077
China,CHN,"Mar 16, 2020",0.0093297781
China,CHN,"Mar 17, 2020",0.0085357544
China,CHN,"Mar 18, 2020",0.0079402367
China,CHN,"Mar 19, 2020",0.0076424778
China,CHN,"Mar 20, 2020",0.0073447189
China,CHN,"Mar 21, 2020",0.0064514423
China,CHN,"Mar 22, 2020",0.0061536834
China,CHN,"Mar 23, 2020",0.0057566716
China,CHN,"Mar 24, 2020",0.0055581657
China,CHN,"Mar 25, 2020",0.0043671302
China,CHN,"Mar 26, 2020",0.0041686243
China,CHN,"Mar 27, 2020",0.0042678772
China,CHN,"Mar 28, 2020",0.0039701183
